-8000	32
-7996.09	29
-7992.19	22
-7988.28	12
-7984.38	0
-7980.47	12
-7976.56	22
-7972.66	29
-7968.75	32
-7964.84	29
-7960.94	22
-7957.03	12
-7953.12	0
-7949.22	12
-7945.31	22
-7941.41	29
-7937.5	32
-7933.59	29
-7929.69	22
-7925.78	12
-7921.88	0
-7917.97	12
-7914.06	22
-7910.16	29
-7906.25	32
-7902.34	29
-7898.44	22
-7894.53	12
-7890.62	0
-7886.72	12
-7882.81	22
-7878.91	29
-7875	32
-7871.09	29
-7867.19	22
-7863.28	12
-7859.38	0
-7855.47	12
-7851.56	22
-7847.66	29
-7843.75	32
-7839.84	29
-7835.94	22
-7832.03	12
-7828.12	0
-7824.22	12
-7820.31	22
-7816.41	29
-7812.5	32
-7808.59	29
-7804.69	22
-7800.78	12
-7796.88	0
-7792.97	12
-7789.06	22
-7785.16	29
-7781.25	32
-7777.34	29
-7773.44	22
-7769.53	12
-7765.62	0
-7761.72	12
-7757.81	22
-7753.91	29
-7750	32
-7746.09	29
-7742.19	22
-7738.28	12
-7734.38	0
-7730.47	12
-7726.56	22
-7722.66	29
-7718.75	32
-7714.84	29
-7710.94	22
-7707.03	12
-7703.12	0
-7699.22	12
-7695.31	22
-7691.41	29
-7687.5	32
-7683.59	29
-7679.69	22
-7675.78	12
-7671.88	0
-7667.97	12
-7664.06	22
-7660.16	29
-7656.25	32
-7652.34	29
-7648.44	22
-7644.53	12
-7640.62	0
-7636.72	12
-7632.81	22
-7628.91	29
-7625	32
-7621.09	29
-7617.19	22
-7613.28	12
-7609.38	0
-7605.47	12
-7601.56	22
-7597.66	29
-7593.75	32
-7589.84	29
-7585.94	22
-7582.03	12
-7578.12	0
-7574.22	12
-7570.31	22
-7566.41	29
-7562.5	32
-7558.59	29
-7554.69	22
-7550.78	12
-7546.88	0
-7542.97	12
-7539.06	22
-7535.16	29
-7531.25	32
-7527.34	29
-7523.44	22
-7519.53	12
-7515.62	0
-7511.72	12
-7507.81	22
-7503.91	29
-7500	32
-7496.09	29
-7492.19	22
-7488.28	12
-7484.38	0
-7480.47	12
-7476.56	22
-7472.66	29
-7468.75	32
-7464.84	29
-7460.94	22
-7457.03	12
-7453.12	0
-7449.22	12
-7445.31	22
-7441.41	29
-7437.5	32
-7433.59	29
-7429.69	22
-7425.78	12
-7421.88	0
-7417.97	12
-7414.06	22
-7410.16	29
-7406.25	32
-7402.34	29
-7398.44	22
-7394.53	12
-7390.62	0
-7386.72	12
-7382.81	22
-7378.91	29
-7375	32
-7371.09	29
-7367.19	22
-7363.28	12
-7359.38	0
-7355.47	12
-7351.56	22
-7347.66	29
-7343.75	32
-7339.84	29
-7335.94	22
-7332.03	12
-7328.12	0
-7324.22	12
-7320.31	22
-7316.41	29
-7312.5	32
-7308.59	29
-7304.69	22
-7300.78	12
-7296.88	0
-7292.97	12
-7289.06	22
-7285.16	29
-7281.25	32
-7277.34	29
-7273.44	22
-7269.53	12
-7265.62	0
-7261.72	12
-7257.81	22
-7253.91	29
-7250	32
-7246.09	29
-7242.19	22
-7238.28	12
-7234.38	0
-7230.47	12
-7226.56	22
-7222.66	29
-7218.75	32
-7214.84	29
-7210.94	22
-7207.03	12
-7203.12	0
-7199.22	12
-7195.31	22
-7191.41	29
-7187.5	32
-7183.59	29
-7179.69	22
-7175.78	12
-7171.88	0
-7167.97	12
-7164.06	22
-7160.16	29
-7156.25	32
-7152.34	29
-7148.44	22
-7144.53	12
-7140.62	0
-7136.72	12
-7132.81	22
-7128.91	29
-7125	32
-7121.09	29
-7117.19	22
-7113.28	12
-7109.38	0
-7105.47	12
-7101.56	22
-7097.66	29
-7093.75	32
-7089.84	29
-7085.94	22
-7082.03	12
-7078.12	0
-7074.22	12
-7070.31	22
-7066.41	29
-7062.5	32
-7058.59	29
-7054.69	22
-7050.78	12
-7046.88	0
-7042.97	12
-7039.06	22
-7035.16	29
-7031.25	32
-7027.34	29
-7023.44	22
-7019.53	12
-7015.62	0
-7011.72	12
-7007.81	22
-7003.91	29
-7000	32
-6996.09	29
-6992.19	22
-6988.28	12
-6984.38	0
-6980.47	12
-6976.56	22
-6972.66	29
-6968.75	32
-6964.84	29
-6960.94	22
-6957.03	12
-6953.12	0
-6949.22	12
-6945.31	22
-6941.41	29
-6937.5	32
-6933.59	29
-6929.69	22
-6925.78	12
-6921.88	0
-6917.97	12
-6914.06	22
-6910.16	29
-6906.25	32
